Timestamp,Theta1,Theta2,Theta3,Kappa,Phi,X,Y,Z
1763669285.818731,90,0,90,0.53791,2.793428,-0.004953,0.001798,0.139868
1763669286.069346,90,0,90,1.659587,2.99563,-0.016019,0.002355,0.138744
1763669286.319573,100,0,100,0.687674,-1.742653,-0.001152,-0.006635,0.139784
1763669286.570591,110,0,110,2.114377,3.049485,-0.020483,0.001892,0.137964
1763669286.8196774,110,0,110,2.74822,-2.654472,-0.023508,-0.012452,0.136571
1763669287.0693262,120,0,120,2.898328,-2.190885,-0.01628,-0.0228,0.13619
1763669287.312117,130,0,130,3.357174,-2.531501,-0.026472,-0.018506,0.134902
1763669287.561848,130,0,130,4.175727,-2.357911,-0.02817,-0.028073,0.132161
1763669287.812189,140,0,140,4.417427,-2.176842,-0.023883,-0.034461,0.131245
1763669288.062683,140,0,140,5.153512,-2.350731,-0.034002,-0.034376,0.128166
1763669288.3121102,150,0,150,5.215106,-2.077087,-0.023703,-0.042746,0.127889
1763669288.5631232,160,0,160,5.872572,-2.268422,-0.034935,-0.041676,0.124752
1763669288.8208694,160,0,160,6.91891,-2.251089,-0.039419,-0.048716,0.119111
1763669289.0695698,170,0,170,7.222497,-2.010738,-0.027662,-0.058767,0.117334
1763669289.3187,0,0,0,6.291875,-1.735746,-0.009487,-0.056991,0.122585
1763669289.5618868,0,0,0,1.508125,-0.50173,0.01291,-0.007082,0.138962
1763669289.8825622,0,0,0,2.79723,1.547734,0.000624,0.027057,0.136449
1763669290.1308527,0,10,10,2.476076,1.505618,0.001565,0.023973,0.137213
1763669290.3807745,0,10,10,2.670418,1.332204,0.006113,0.025134,0.136761
1763669290.6305573,0,20,20,2.353516,1.419201,0.003452,0.022594,0.137481
1763669290.8824072,0,20,20,2.378367,1.357985,0.004878,0.022572,0.137427
1763669291.1312838,0,30,30,2.404699,1.379796,0.004432,0.02292,0.13737
1763669291.3821058,0,40,40,2.488663,1.311752,0.006184,0.023338,0.137185
1763669291.6314368,0,40,40,2.899018,1.356315,0.005964,0.02738,0.136188
1763669291.8818378,0,50,50,2.6568,1.649302,-0.002018,0.025659,0.136794
1763669292.1314015,0,60,60,3.118703,1.434928,0.004074,0.029804,0.135594
1763669292.3881712,0,60,60,3.653494,1.386156,0.006431,0.034435,0.133975
1763669292.6384652,0,70,70,3.652661,1.643523,-0.002545,0.03493,0.133978
1763669292.8894234,0,70,70,4.388986,1.525543,0.001885,0.041633,0.131355
1763669293.1387265,0,80,80,3.823891,1.945509,-0.013391,0.034049,0.133408
1763669293.382476,0,90,90,4.180198,1.742488,-0.006802,0.039225,0.132144
1763669293.6325724,0,90,90,5.758203,1.670568,-0.005323,0.053174,0.125321
1763669293.8837116,0,100,100,6.016318,1.8018,-0.01272,0.05408,0.124024
1763669294.1250558,0,110,110,6.508791,1.664313,-0.005555,0.059233,0.121414
1763669294.3752337,0,110,110,7.225889,1.719412,-0.009621,0.064261,0.117314
1763669294.6247687,0,120,120,7.694858,1.830483,-0.017562,0.0661,0.114449
1763669294.874749,0,120,120,8.433902,1.680324,-0.008033,0.073045,0.109663
1763669295.124269,0,130,130,7.417188,1.874376,-0.019846,0.063351,0.116162
1763669295.3678093,0,140,140,8.05764,1.47023,0.007122,0.07058,0.11214
1763669295.6111608,0,140,140,9.407796,1.244824,0.025495,0.075423,0.102892
1763669295.8602943,0,150,150,10.0,1.383256,0.015475,0.081548,0.098545
1763669296.111051,0,160,160,10.0,1.78629,-0.017749,0.081084,0.098545
1763669296.4376771,0,160,160,10.0,1.56737,0.000284,0.083003,0.098545
1763669296.688235,0,170,170,10.0,1.715695,-0.011985,0.082133,0.098545
1763669296.9371526,0,170,170,10.0,1.429165,0.011717,0.082172,0.098545
1763669297.187126,0,0,0,8.701216,1.551661,0.00144,0.075221,0.107855
1763669297.438524,0,0,0,3.149852,1.279797,0.008714,0.029095,0.135506
1763669297.6886013,0,0,0,3.124688,1.456729,0.00343,0.029941,0.135577
1763669297.9363046,10,10,10,3.406252,1.270661,0.009684,0.031289,0.134754
1763669298.180526,20,20,20,3.308543,1.429305,0.004491,0.03153,0.135047
1763669298.4244788,20,20,20,3.181939,1.385943,0.005637,0.030148,0.135415
1763669298.674444,30,30,30,3.377334,1.380947,0.00613,0.031902,0.134841
1763669298.9236245,30,30,30,3.204349,1.417867,0.004704,0.030519,0.135351
1763669299.173512,40,40,40,3.488486,1.431127,0.004666,0.033187,0.1345
1763669299.4231577,50,50,50,3.356263,1.502507,0.002203,0.032215,0.134905
1763669299.6747012,50,50,50,2.595238,1.576665,-0.000148,0.025154,0.13694
1763669299.9170084,60,60,60,3.604499,1.31749,0.008666,0.033477,0.134133
1763669300.1675584,70,70,70,2.809627,1.499924,0.001925,0.027113,0.136418
1763669300.4171095,70,70,70,3.043925,1.445395,0.003675,0.029151,0.135801
1763669300.667956,80,80,80,2.568097,1.670927,-0.002489,0.024773,0.137003
1763669300.9099383,80,80,80,3.235088,1.348519,0.006871,0.030399,0.135262
1763669301.153499,90,90,90,3.665551,0.870192,0.022655,0.026864,0.133936
1763669301.3969593,100,100,100,3.283443,1.138256,0.013252,0.028703,0.135121
1763669301.6487277,100,100,100,3.90067,1.425318,0.005405,0.036892,0.133145
1763669301.8974097,110,110,110,2.981916,1.679568,-0.003127,0.028631,0.135969
1763669302.1499324,120,120,120,3.178042,1.223798,0.010418,0.028809,0.135426
1763669302.401593,120,120,120,2.287958,1.535045,0.000795,0.022217,0.137618
1763669302.6531212,130,130,130,3.979256,1.205234,0.013584,0.035488,0.13287
1763669302.9053335,130,130,130,3.34149,0.784934,0.022747,0.022726,0.134949
1763669303.1573808,140,140,140,6.063272,0.706372,0.042552,0.036307,0.123782
1763669303.41016,150,150,150,6.869763,0.366565,0.058153,0.022326,0.119393
1763669303.6626055,150,150,150,7.696364,0.260702,0.066092,0.017632,0.11444
1763669303.917549,160,160,160,8.091527,0.329745,0.067337,0.023045,0.111921
1763669304.1699843,170,170,170,3.601049,0.712387,0.026147,0.022583,0.134144
1763669304.4226,170,170,170,3.705271,1.480768,0.003192,0.035361,0.133805
1763669304.6736395,0,0,0,2.967388,1.636634,-0.001886,0.028602,0.136008
1763669305.0000646,0,0,0,4.792971,2.445652,-0.034716,0.029,0.129728
1763669305.249952,0,0,0,3.138686,1.257959,0.009315,0.028798,0.135538
1763669305.5005822,10,0,0,2.681842,1.389007,0.004696,0.025547,0.136734
1763669305.7514062,10,0,0,3.242569,1.455487,0.003594,0.031028,0.135241
1763669306.001242,20,0,0,3.336532,1.491569,0.002541,0.032007,0.134964
1763669306.2506816,30,0,0,3.251088,1.486634,0.002632,0.031204,0.135216
1763669306.4999197,30,0,0,3.175713,1.49153,0.002424,0.030517,0.135433
1763669306.7499456,40,0,0,2.776416,1.445873,0.003348,0.026659,0.136501
1763669307.007862,50,0,0,2.949706,1.463321,0.003057,0.028334,0.136055
1763669307.2440846,50,0,0,2.519044,1.393321,0.004313,0.024048,0.137116
1763669307.492928,60,0,0,2.618991,1.355568,0.00542,0.024794,0.136884
1763669307.7432806,60,0,0,2.152623,1.271806,0.006167,0.020008,0.13789
1763669307.9874055,70,0,0,1.741187,0.989164,0.009328,0.014187,0.138618
1763669308.2301228,80,0,0,2.075903,1.266975,0.006044,0.019276,0.138037
1763669308.4732206,80,0,0,1.413294,0.624736,0.011198,0.008074,0.139088
1763669308.7234616,90,0,0,1.535662,-0.0842,0.014938,-0.001261,0.138924
1763669308.9652617,100,0,0,1.452581,0.132495,0.014062,0.001874,0.139037
1763669309.2158358,100,0,0,1.888803,-0.295776,0.014062,0.001874,0.139037
1763669309.2995718,100,0,0,1.888803,-0.295776,0.017604,-0.005364,0.138374
1763669309.473214,110,0,0,2.401309,-0.497496,0.020486,-0.011125,0.137378
1763669309.7226658,110,0,0,2.390925,-0.513839,0.020215,-0.01141,0.137378
1763669309.805947,110,0,0,2.390925,-0.513839,0.020215,-0.01141,0.1374
1763669309.977415,120,0,0,3.399882,-0.703261,0.024937,-0.021144,0.134773
1763669310.2297509,130,0,0,2.617906,-0.545955,0.021682,-0.013173,0.136887
1763669310.485394,130,0,0,3.839439,-0.744752,0.027005,-0.024895,0.133355
1763669310.8143806,140,0,0,4.718628,-0.813669,0.030623,-0.032405,0.130037
1763669311.0630054,150,0,0,4.50982,-0.795528,0.029919,-0.030532,0.130882
1763669311.3071587,150,0,0,5.337587,-0.838404,0.033378,-0.037119,0.12733
1763669311.5561714,160,0,0,5.864893,-0.835211,0.036449,-0.040274,0.124791
1763669311.8072934,160,0,0,6.122394,-0.863155,0.036672,-0.04287,0.123476
1763669312.05643,170,0,0,7.23557,-0.888346,0.041026,-0.05048,0.117256
1763669312.3058977,0,0,0,7.503552,-0.904962,0.041397,-0.052702,0.115635
1763669312.5557475,0,0,0,2.656717,1.476239,0.00243,0.025622,0.136794
1763669312.8066533,0,0,0,2.472014,1.420786,0.003585,0.023716,0.137222
1763669313.057451,0,10,0,2.524541,1.39412,0.004303,0.024103,0.137103
1763669313.307254,0,10,0,2.348851,1.434056,0.00311,0.022599,0.13749
1763669313.5568786,0,20,0,2.288062,1.461006,0.002436,0.022098,0.137618
1763669313.8072436,0,20,0,2.374203,1.446827,0.002851,0.022877,0.137436
1763669314.0563676,0,30,0,2.449731,1.43634,0.003187,0.023558,0.137272
1763669314.3067465,0,40,0,2.220788,1.491896,0.001702,0.021522,0.137755
1763669314.555719,0,40,0,2.678752,1.397342,0.004478,0.025556,0.136741
1763669314.8068438,0,50,0,3.177988,1.328533,0.007349,0.029739,0.135427
1763669315.05732,0,60,0,2.894975,1.366848,0.005668,0.027405,0.136199
1763669315.3070362,0,60,0,3.666397,1.269892,0.010417,0.033569,0.133933
1763669315.555873,0,70,0,4.47976,1.198151,0.015467,0.039566,0.131001
1763669315.807667,0,70,0,4.386226,1.217293,0.014419,0.039076,0.131366
1763669316.057336,0,80,0,5.035604,1.163552,0.01875,0.043467,0.128688
1763669316.3072066,0,90,0,4.248471,1.204599,0.014474,0.037742,0.13189
1763669316.549392,0,90,0,5.781703,1.123167,0.023214,0.04835,0.125205
1763669316.8005142,0,100,0,6.673161,1.082391,0.028518,0.053671,0.120505
1763669317.0492592,0,110,0,6.251424,1.098253,0.026149,0.051156,0.122799
1763669317.3006835,0,110,0,7.298818,1.04745,0.032744,0.056748,0.116877
1763669317.5479672,0,120,0,8.363746,1.015651,0.038485,0.062052,0.110131
1763669317.8687956,0,130,0,8.086833,1.019201,0.03728,0.060589,0.111951
1763669318.1200192,0,130,0,9.04201,0.991168,0.042389,0.064752,0.105493
1763669318.3694215,0,140,0,9.223159,0.972222,0.044235,0.064857,0.104214
1763669318.620121,0,140,0,9.805715,0.960645,0.04694,0.067139,0.099989
1763669318.8704278,0,150,0,10.0,0.929841,0.049633,0.066529,0.098545
1763669319.119866,0,160,0,10.0,0.923285,0.050068,0.066202,0.098545
1763669319.369114,0,160,0,10.0,0.893766,0.052,0.064696,0.098545
1763669319.6188598,0,170,0,10.0,0.857457,0.054314,0.062766,0.098545
1763669319.86838,0,0,0,10.0,0.850322,0.054761,0.062376,0.098545
1763669320.118546,0,0,0,6.957766,1.062554,0.03064,0.055004,0.118887
1763669320.3691726,0,0,0,3.223439,1.35366,0.006691,0.030328,0.135296
1763669320.6188009,0,0,0,3.425331,1.3202,0.008166,0.031901,0.134696
1763669320.869504,10,10,0,3.687384,1.41831,0.005368,0.034931,0.133864
1763669321.1193686,20,20,0,3.322314,1.400436,0.005421,0.031513,0.135006
1763669321.3687644,20,20,0,3.427117,1.448441,0.004021,0.0327,0.13469
1763669321.6116576,30,30,0,3.296676,1.438508,0.004186,0.031461,0.135082
1763669321.855229,40,40,0,3.29187,1.455117,0.003658,0.031482,0.135097
1763669322.1058154,40,40,0,2.939471,1.427891,0.004045,0.028113,0.136082
1763669322.3548112,50,50,0,3.153163,1.380999,0.005736,0.029856,0.135497
1763669322.606133,50,50,0,3.125393,1.295292,0.0082,0.029007,0.135575
1763669322.8552403,60,60,0,2.396449,1.121966,0.010095,0.020961,0.137388
1763669323.1042593,70,70,0,3.025239,1.297079,0.007895,0.02812,0.135852
1763669323.3547137,70,70,0,3.45314,0.968423,0.018804,0.027346,0.13461
1763669323.6037295,80,80,0,3.060132,0.740376,0.021802,0.019922,0.135756
1763669323.8535366,90,90,0,3.969582,0.815785,0.02598,0.027609,0.132904
1763669324.1062438,90,90,0,4.018312,0.608174,0.031475,0.021913,0.132731
1763669324.355369,100,100,0,5.193278,0.699987,0.037242,0.031367,0.127988
1763669324.6045558,100,100,0,4.818894,0.488713,0.040139,0.021343,0.129619
1763669324.8534477,110,110,0,6.03905,0.755313,0.040582,0.038211,0.123907
1763669325.1722908,120,120,0,5.5995,0.550415,0.044424,0.027262,0.126095
1763669325.41001,120,120,0,6.447847,0.373236,0.05495,0.021518,0.121746
1763669325.6596284,130,130,0,7.113672,0.415669,0.058677,0.025899,0.117978
1763669325.9026463,140,140,0,6.862061,0.286752,0.059692,0.017602,0.119437
1763669326.1470516,140,140,0,7.524461,0.213856,0.065638,0.014255,0.115506
1763669326.3947198,150,150,0,7.68802,0.107669,0.067948,0.007344,0.114492
1763669326.638498,150,150,0,8.353564,0.185423,0.071699,0.013449,0.110199
1763669326.8811252,160,160,0,9.193737,0.095759,0.077968,0.007489,0.104423
1763669327.13151,170,170,0,9.303724,0.076384,0.078763,0.006028,0.103639
1763669327.3812006,170,170,0,10.0,0.000879,0.083003,7.3e-05,0.098545
1763669327.6317153,0,0,0,9.518154,0.293819,0.076827,0.023246,0.102095
1763669327.9593196,0,0,0,6.161986,1.32867,0.013603,0.055079,0.12327
1763669328.2001507,0,0,0,2.977272,1.316112,0.007245,0.02783,0.135981
1763669328.4517274,0,0,10,3.263474,1.133416,0.013313,0.028471,0.13518
1763669328.7017136,0,0,10,3.08344,1.229248,0.009965,0.028033,0.135692
1763669328.9506865,0,0,20,3.13159,1.223415,0.010282,0.028397,0.135558
1763669329.202159,0,0,30,3.063625,1.168998,0.011563,0.027211,0.135747
1763669329.4511085,0,0,30,3.003903,1.230619,0.009678,0.027345,0.13591
1763669329.6948051,0,0,40,2.848231,1.364214,0.00565,0.026959,0.136319
1763669329.9433434,0,0,50,2.917215,1.295624,0.007661,0.027133,0.13614
1763669330.1933205,0,0,50,2.77578,1.488837,0.002199,0.026772,0.136503
1763669330.4439273,0,0,60,2.940169,1.713616,-0.004044,0.02812,0.13608
1763669330.6933565,0,0,60,2.809732,1.654649,-0.002277,0.027087,0.136417
1763669330.94445,0,0,70,3.062636,1.924806,-0.010246,0.027724,0.13575
1763669331.1939504,0,0,80,2.832239,1.669795,-0.002708,0.02726,0.13636
1763669331.445484,0,0,80,3.298441,2.079807,-0.015474,0.027729,0.135077
1763669331.6933815,0,0,90,4.027763,2.302568,-0.025683,0.028597,0.132698
1763669331.9444227,0,0,100,3.693165,2.223251,-0.021489,0.028124,0.133845
1763669332.1937935,0,0,100,4.508776,2.415823,-0.031968,0.028366,0.130886
1763669332.4447875,0,0,110,5.390045,2.546277,-0.041699,0.028242,0.127086
1763669332.686625,0,0,120,5.039206,2.502753,-0.038028,0.028245,0.128672
1763669332.9366186,0,0,120,5.944566,2.613262,-0.047476,0.02771,0.124389
1763669333.1867948,0,0,130,5.831972,2.585547,-0.045906,0.028528,0.124956
1763669333.4301531,0,0,130,6.634941,2.670443,-0.05389,0.027452,0.120718
1763669333.680063,0,0,140,7.729483,2.742748,-0.063252,0.026656,0.114233
1763669333.932129,0,0,150,6.950798,2.689231,-0.056582,0.027497,0.118927
1763669334.184833,0,0,150,8.311267,2.773549,-0.067799,0.026144,0.11048
1763669334.5051618,0,0,160,9.421481,2.828894,-0.075832,0.024517,0.102794
1763669334.7555208,0,0,170,9.40897,2.823523,-0.075629,0.024901,0.102884
1763669335.0067682,0,0,170,10.0,2.873044,-0.080028,0.022023,0.098545
1763669335.2562735,0,0,0,10.0,2.866539,-0.079883,0.022544,0.098545
1763669335.5064285,0,0,0,3.104054,0.95302,0.017344,0.024409,0.135635
1763669335.7551627,0,0,0,2.765607,1.501858,0.001844,0.026702,0.136528
1763669336.0071464,10,0,10,2.436497,1.491048,0.001884,0.023572,0.137301
1763669336.2560225,10,0,10,3.08515,1.34836,0.006567,0.029034,0.135687
1763669336.5059793,20,0,20,3.135638,1.480258,0.002734,0.030115,0.135547
1763669336.7561438,30,0,30,3.139705,1.416624,0.004649,0.029918,0.135535
1763669337.004752,30,0,30,3.06973,1.398358,0.005083,0.029184,0.13573
1763669337.2568233,40,0,40,2.917796,1.369969,0.005625,0.027632,0.136139
1763669337.5129583,40,0,40,2.921828,1.467405,0.002914,0.028086,0.136128
1763669337.7622898,50,0,50,2.570741,1.195768,0.009129,0.02319,0.136997
1763669338.0125947,60,0,60,2.959835,1.581147,-0.000296,0.028592,0.136028
1763669338.26274,60,0,60,2.09675,1.827664,-0.005183,0.019732,0.137998
1763669338.49843,70,0,70,1.440144,1.502374,0.000962,0.014033,0.139053
1763669338.7497742,80,0,80,1.775934,1.929509,-0.006079,0.016213,0.138562
1763669338.9986815,80,0,80,1.323057,2.317903,-0.008785,0.009485,0.139201
1763669339.241974,90,0,90,2.135059,2.651724,-0.018326,0.009772,0.137925
1763669339.491737,90,0,90,1.270648,3.043485,-0.01236,0.001216,0.139263
1763669339.7413151,100,0,100,0.682232,-1.595552,-0.000165,-0.006679,0.139787
1763669339.9910555,110,0,110,2.026014,3.102975,-0.019707,0.000761,0.13813
1763669340.2420971,110,0,110,2.782202,-2.664718,-0.023919,-0.012358,0.136487
1763669340.4914296,120,0,120,2.752577,-2.111423,-0.013712,-0.022843,0.136561
1763669340.7411835,130,0,130,3.431026,-2.482817,-0.026081,-0.02019,0.134678
1763669340.9908495,130,0,130,3.779176,-2.256492,-0.02291,-0.028003,0.133559
1763669341.2427995,140,0,140,4.301017,-2.238881,-0.025332,-0.0321,0.131692
1763669341.4917896,140,0,140,5.211126,-2.363268,-0.034781,-0.034293,0.127907
1763669341.7422569,150,0,150,4.923982,-1.949927,-0.017164,-0.043081,0.129172
1763669341.9911034,160,0,160,5.791662,-2.374064,-0.038656,-0.037298,0.125156
1763669342.2339506,160,0,160,6.832742,-2.23668,-0.038306,-0.048761,0.119605
1763669342.4861753,170,0,170,7.215425,-2.012225,-0.027727,-0.058678,0.117376
1763669342.7415586,0,0,0,6.316648,-1.743051,-0.009937,-0.057115,0.122453
1763669342.9939575,0,0,0,0.790922,-0.861565,0.005043,-0.005876,0.139714
1763669343.2463405,0,0,0,2.736358,1.539393,0.000832,0.026477,0.136601
1763669343.494384,0,0,0,2.486838,1.499113,0.001728,0.024064,0.137189
1763669343.8245225,0,10,10,2.687415,1.332254,0.00615,0.02529,0.13672
1763669343.9988265,0,20,20,2.314488,1.430275,0.003149,0.022263,0.137563
1763669344.2510123,0,20,20,2.376639,1.358869,0.004854,0.022561,0.137431
1763669344.5807595,0,30,30,2.398008,1.377841,0.004464,0.022849,0.137385
1763669344.7558668,0,40,40,2.507837,1.321251,0.006007,0.023572,0.137141
1763669345.0071106,0,40,40,2.877965,1.361196,0.005789,0.027216,0.136243
1763669345.2588077,0,50,50,2.670645,1.671434,-0.002599,0.025738,0.136761
1763669345.5743928,0,60,60,3.156261,1.423344,0.004471,0.030101,0.135488
1763669345.8238516,0,60,60,2.926384,1.692978,-0.003447,0.028069,0.136116
1763669346.0757613,0,70,70,3.62415,1.586928,-0.000561,0.034757,0.13407
1763669346.3249085,0,70,70,4.428869,1.521215,0.002083,0.041978,0.1312
1763669346.574148,0,80,80,5.027558,1.348755,0.01041,0.046109,0.128723
1763669346.8236136,0,90,90,4.88339,1.467555,0.004743,0.045777,0.129346
1763669347.0670774,0,90,90,5.96016,1.615601,-0.002468,0.055043,0.12431
1763669347.3168538,0,100,100,5.944435,1.812226,-0.013143,0.053376,0.12439
1763669347.568281,0,110,110,6.603475,1.659122,-0.005313,0.059999,0.120893
1763669347.823437,0,110,110,7.023316,1.758201,-0.011823,0.062348,0.118507
1763669348.066537,0,120,120,7.785892,1.640705,-0.004823,0.068871,0.113878
1763669348.3165128,0,120,120,8.357082,1.751113,-0.013087,0.07179,0.110176
1763669348.5680912,0,130,130,8.063825,1.958397,-0.026829,0.065715,0.1121
1763669348.8104904,0,140,140,9.061857,1.594556,-0.001842,0.077494,0.105354
1763669349.0608313,0,140,140,10.0,1.73407,-0.013492,0.081899,0.098545
1763669349.3098085,0,150,150,10.0,1.646063,-0.006241,0.082768,0.098545
1763669349.5519404,0,160,160,10.0,1.758582,-0.015495,0.081544,0.098545
1763669349.796629,0,160,160,10.0,1.739911,-0.01397,0.081819,0.098545
1763669350.046976,0,170,170,10.0,1.751194,-0.014892,0.081656,0.098545
1763669350.2951574,0,170,170,10.0,1.450307,0.009977,0.082401,0.098545
1763669350.5456052,0,0,0,9.139739,1.637431,-0.005193,0.077823,0.104805
1763669350.7900925,0,0,0,2.674029,1.41178,0.004101,0.025574,0.136753
1763669351.0400765,0,0,0,3.202472,1.454143,0.003592,0.030652,0.135357
1763669351.288337,10,10,10,3.70578,1.496327,0.002642,0.035411,0.133804
1763669351.540559,20,20,20,3.344774,1.505336,0.002105,0.032115,0.134939
1763669351.7888224,20,20,20,3.562347,1.263912,0.010329,0.032596,0.134268
1763669352.0398223,30,30,30,3.297194,1.413447,0.004974,0.031351,0.135081
1763669352.2889023,30,30,30,3.201635,1.394826,0.005401,0.030378,0.135359
1763669352.5394917,40,40,40,3.429091,1.484479,0.002842,0.032842,0.134684
1763669352.7893066,50,50,50,2.91726,1.443976,0.003566,0.027968,0.13614
1763669353.0436368,50,50,50,3.00125,1.241284,0.009378,0.027423,0.135917
1763669353.2967737,60,60,60,3.857504,1.324731,0.008987,0.035782,0.133293
1763669353.547931,70,70,70,3.008161,1.288078,0.008103,0.027894,0.135898
1763669353.800198,70,70,70,3.446133,1.30433,0.008722,0.031953,0.134632
1763669354.052609,80,80,80,3.824073,1.352556,0.007922,0.035721,0.133407
1763669354.308059,80,80,80,3.419727,0.896248,0.020534,0.025677,0.134713
1763669354.5564685,90,90,90,2.483419,1.936721,-0.008621,0.022498,0.137196
1763669354.8120914,100,100,100,3.101823,1.021181,0.015631,0.025516,0.135641
1763669355.059841,100,100,100,2.260846,1.390583,0.003938,0.021616,0.137674
1763669355.312587,110,110,110,3.183547,1.641765,-0.002176,0.030608,0.135411
1763669355.6352546,120,120,120,3.130337,1.281913,0.0086,0.028938,0.135561
1763669355.8865173,120,120,120,2.061408,1.590308,-0.000391,0.020058,0.138065
1763669356.13621,130,130,130,3.880299,1.350967,0.00809,0.036208,0.133215
1763669356.386681,130,130,130,2.758549,1.247188,0.00849,0.025314,0.136546
1763669356.6369183,140,140,140,4.345878,1.290944,0.011405,0.039685,0.131521
1763669356.8854835,150,150,150,3.869828,0.621977,0.030076,0.021561,0.133251
1763669357.1350331,150,150,150,6.860413,0.242383,0.060401,0.014934,0.119447
1763669357.3859758,160,160,160,8.799033,0.299035,0.072496,0.022349,0.107183
1763669357.6355114,170,170,170,8.646124,0.122164,0.07432,0.009125,0.108231
1763669357.8846755,170,170,170,7.132951,0.53801,0.055202,0.032941,0.117864
1763669358.1287706,0,0,0,4.218361,0.992993,0.021931,0.033634,0.132003
1763669358.3800545,0,0,0,5.024141,-0.250405,0.045767,-0.011706,0.128738
1763669358.628748,0,0,0,4.49843,1.627442,-0.002414,0.042578,0.130927
1763669358.8802395,10,0,0,2.828412,1.352212,0.005933,0.026707,0.13637
1763669359.129686,10,0,0,3.26163,1.416944,0.004814,0.031041,0.135185
1763669359.378901,20,0,0,3.359321,1.458359,0.003626,0.032115,0.134896
1763669359.6283288,30,0,0,3.257111,1.449798,0.003787,0.031141,0.135198
1763669359.8794367,30,0,0,3.142231,1.450829,0.003626,0.030083,0.135528
1763669360.1280868,40,0,0,2.818498,1.418766,0.004129,0.02695,0.136395
1763669360.3719585,50,0,0,2.950326,1.438071,0.003772,0.028254,0.136053
1763669360.621198,50,0,0,2.544166,1.369416,0.004935,0.024172,0.137059
1763669360.871811,60,0,0,2.62702,1.330901,0.006048,0.024727,0.136865
1763669361.1217816,60,0,0,2.150235,1.252337,0.006548,0.019862,0.137895
1763669361.370695,70,0,0,1.745169,0.936709,0.010082,0.01371,0.138611
1763669361.6256318,80,0,0,2.130076,1.257198,0.006392,0.01971,0.137934
1763669361.878658,80,0,0,1.434744,0.622158,0.011388,0.008167,0.13906
1763669362.2044785,90,0,0,1.61028,-0.124808,0.015592,-0.001956,0.138817
1763669362.3791542,100,0,0,1.531558,0.10702,0.014866,0.001597,0.13893
1763669362.6346762,100,0,0,1.946029,-0.303685,0.018086,-0.005668,0.138274
1763669362.8794892,110,0,0,1.951176,-0.278559,0.01827,-0.005225,0.138274
1763669362.9610431,110,0,0,1.951176,-0.278559,0.01827,-0.005225,0.138265
1763669363.1350532,110,0,0,2.446825,-0.489072,0.020962,-0.011156,0.137278
1763669363.4624317,120,0,0,3.383407,-0.69332,0.025029,-0.020797,0.134823
1763669363.7067666,130,0,0,2.620423,-0.535597,0.021837,-0.01296,0.136881
1763669363.9548037,130,0,0,3.872358,-0.744159,0.02724,-0.025082,0.133242
1763669364.2055402,140,0,0,4.798048,-0.815531,0.031038,-0.032967,0.129707
1763669364.4552336,150,0,0,4.510993,-0.794096,0.02997,-0.030496,0.130878
1763669364.697461,150,0,0,5.355254,-0.834898,0.033609,-0.037112,0.127248
1763669364.9471328,160,0,0,5.849549,-0.842323,0.036078,-0.040438,0.124868
1763669365.1981356,160,0,0,6.095857,-0.857033,0.036793,-0.042482,0.123614
1763669365.4491825,170,0,0,7.254664,-0.88504,0.041282,-0.050454,0.117142
1763669365.6970315,0,0,0,7.547941,-0.905493,0.041567,-0.052977,0.115362
1763669365.94687,0,0,0,2.529715,1.436246,0.003291,0.024311,0.137092
1763669366.1983895,0,0,0,2.531575,1.419927,0.00369,0.024272,0.137087
1763669366.4490025,0,10,0,2.497237,1.3821,0.004544,0.023795,0.137165
1763669366.6977372,0,10,0,2.337055,1.428374,0.003222,0.02247,0.137515
1763669366.9472537,0,20,0,2.302237,1.444216,0.002824,0.022188,0.137589
1763669367.183044,0,20,0,2.378097,1.430907,0.00322,0.022865,0.137428
1763669367.43354,0,30,0,2.451767,1.423708,0.003487,0.023535,0.137267
1763669367.683215,0,40,0,2.233633,1.467681,0.002235,0.021596,0.137729
1763669367.9321704,0,40,0,2.666905,1.385473,0.00476,0.025391,0.13677
1763669368.1884518,0,50,0,3.186746,1.323124,0.00753,0.029778,0.135402
1763669368.4398737,0,60,0,3.05425,1.336406,0.006846,0.028672,0.135773
1763669368.6931198,0,60,0,3.665575,1.264076,0.01061,0.033501,0.133935
1763669368.9446864,0,70,0,4.582477,1.176656,0.016662,0.040062,0.130592
1763669369.2672863,0,70,0,4.246604,1.215028,0.014074,0.037875,0.131897
1763669369.51576,0,80,0,4.998871,1.158942,0.018823,0.04309,0.128848
1763669369.7673495,0,90,0,4.959058,1.166091,0.018379,0.042907,0.129021
1763669370.0167654,0,90,0,5.669724,1.123371,0.022803,0.047518,0.125755
1763669370.2673812,0,100,0,6.671278,1.080351,0.02862,0.0536,0.120515
1763669370.5168674,0,110,0,6.028292,1.097014,0.025392,0.049523,0.123962
1763669370.7669902,0,110,0,7.312432,1.051625,0.032557,0.056971,0.116796
1763669371.0163543,0,120,0,8.211704,1.017954,0.037804,0.061268,0.111136
1763669371.2662818,0,120,0,8.178684,1.017047,0.037741,0.061043,0.111352
1763669371.5160184,0,130,0,9.032476,0.985662,0.042712,0.064468,0.10556
1763669371.758825,0,140,0,8.737728,0.980558,0.042004,0.062701,0.107605
1763669372.00976,0,140,0,9.813396,0.957202,0.047196,0.067013,0.099932
